timestamp,market_slug,outcome,best_bid,best_ask,mid,spread
1767714749.3280902,eth-updown-15m-1767714300,UP,0.31,0.3,0.305,-0.010000000000000009
1767714749.328759,eth-updown-15m-1767714300,DOWN,0.7,0.69,0.695,-0.010000000000000009
1767714750.736634,eth-updown-15m-1767714300,UP,0.31,0.3,0.305,-0.010000000000000009
1767714750.7370172,eth-updown-15m-1767714300,DOWN,0.7,0.69,0.695,-0.010000000000000009
1767714752.122257,eth-updown-15m-1767714300,UP,0.3,0.29,0.295,-0.010000000000000009
1767714752.122741,eth-updown-15m-1767714300,DOWN,0.71,0.7,0.705,-0.010000000000000009
1767714753.4910452,eth-updown-15m-1767714300,DOWN,0.7,0.69,0.695,-0.010000000000000009
1767714753.49148,eth-updown-15m-1767714300,UP,0.31,0.3,0.305,-0.010000000000000009
1767714754.8360882,eth-updown-15m-1767714300,DOWN,0.7,0.69,0.695,-0.010000000000000009
1767714754.836616,eth-updown-15m-1767714300,UP,0.31,0.3,0.305,-0.010000000000000009
1767714756.17809,eth-updown-15m-1767714300,UP,0.29,0.28,0.28500000000000003,-0.009999999999999953
1767714756.178359,eth-updown-15m-1767714300,DOWN,0.72,0.71,0.715,-0.010000000000000009
1767714757.5340202,eth-updown-15m-1767714300,DOWN,0.71,0.69,0.7,-0.020000000000000018
1767714757.534218,eth-updown-15m-1767714300,UP,0.31,0.29,0.3,-0.020000000000000018
1767714758.890784,eth-updown-15m-1767714300,UP,0.3,0.29,0.295,-0.010000000000000009
1767714758.891176,eth-updown-15m-1767714300,DOWN,0.71,0.7,0.705,-0.010000000000000009
1767714760.2285519,eth-updown-15m-1767714300,UP,0.28,0.27,0.275,-0.010000000000000009
1767714760.2290728,eth-updown-15m-1767714300,DOWN,0.73,0.72,0.725,-0.010000000000000009
1767714761.592905,eth-updown-15m-1767714300,DOWN,0.74,0.73,0.735,-0.010000000000000009
1767714761.59357,eth-updown-15m-1767714300,UP,0.27,0.26,0.265,-0.010000000000000009
1767714762.9342499,eth-updown-15m-1767714300,DOWN,0.76,0.74,0.75,-0.020000000000000018
1767714762.934818,eth-updown-15m-1767714300,UP,0.26,0.24,0.25,-0.020000000000000018
1767714764.269773,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714764.2704608,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714765.624135,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714765.624477,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714767.0128498,eth-updown-15m-1767714300,DOWN,0.74,0.73,0.735,-0.010000000000000009
1767714767.014426,eth-updown-15m-1767714300,UP,0.27,0.26,0.265,-0.010000000000000009
1767714768.4032152,eth-updown-15m-1767714300,DOWN,0.78,0.77,0.775,-0.010000000000000009
1767714768.404177,eth-updown-15m-1767714300,UP,0.23,0.22,0.225,-0.010000000000000009
1767714769.745141,eth-updown-15m-1767714300,DOWN,0.77,0.76,0.765,-0.010000000000000009
1767714769.745791,eth-updown-15m-1767714300,UP,0.24,0.23,0.235,-0.009999999999999981
1767714771.0917919,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714771.0921721,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714772.435811,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714772.436363,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714774.061569,eth-updown-15m-1767714300,UP,0.26,0.24,0.25,-0.020000000000000018
1767714774.088772,eth-updown-15m-1767714300,DOWN,0.76,0.74,0.75,-0.020000000000000018
1767714775.416194,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714775.416456,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714776.7783942,eth-updown-15m-1767714300,DOWN,0.74,0.72,0.73,-0.020000000000000018
1767714776.779092,eth-updown-15m-1767714300,UP,0.28,0.26,0.27,-0.020000000000000018
1767714778.137634,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714778.137982,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714779.476832,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714779.477578,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714780.8332329,eth-updown-15m-1767714300,DOWN,0.71,0.7,0.705,-0.010000000000000009
1767714780.833389,eth-updown-15m-1767714300,UP,0.3,0.29,0.295,-0.010000000000000009
1767714782.1937191,eth-updown-15m-1767714300,UP,0.35,0.34,0.345,-0.009999999999999953
1767714782.193982,eth-updown-15m-1767714300,DOWN,0.66,0.65,0.655,-0.010000000000000009
1767714783.573107,eth-updown-15m-1767714300,DOWN,0.68,0.67,0.675,-0.010000000000000009
1767714783.573589,eth-updown-15m-1767714300,UP,0.33,0.32,0.325,-0.010000000000000009
1767714784.907786,eth-updown-15m-1767714300,DOWN,0.68,0.67,0.675,-0.010000000000000009
1767714784.9078772,eth-updown-15m-1767714300,UP,0.33,0.32,0.325,-0.010000000000000009
1767714786.242531,eth-updown-15m-1767714300,UP,0.32,0.31,0.315,-0.010000000000000009
1767714786.242736,eth-updown-15m-1767714300,DOWN,0.69,0.68,0.685,-0.009999999999999898
1767714787.597983,eth-updown-15m-1767714300,DOWN,0.69,0.68,0.685,-0.009999999999999898
1767714787.598033,eth-updown-15m-1767714300,UP,0.32,0.31,0.315,-0.010000000000000009
1767714788.941217,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714788.9563892,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714790.561835,eth-updown-15m-1767714300,DOWN,0.69,0.67,0.6799999999999999,-0.019999999999999907
1767714790.5622442,eth-updown-15m-1767714300,UP,0.33,0.31,0.32,-0.020000000000000018
1767714791.910398,eth-updown-15m-1767714300,UP,0.33,0.31,0.32,-0.020000000000000018
1767714791.910707,eth-updown-15m-1767714300,DOWN,0.69,0.67,0.6799999999999999,-0.019999999999999907
1767714793.2868412,eth-updown-15m-1767714300,UP,0.32,0.3,0.31,-0.020000000000000018
1767714793.2876291,eth-updown-15m-1767714300,DOWN,0.7,0.68,0.69,-0.019999999999999907
1767714794.621063,eth-updown-15m-1767714300,DOWN,0.69,0.67,0.6799999999999999,-0.019999999999999907
1767714794.6216571,eth-updown-15m-1767714300,UP,0.33,0.31,0.32,-0.020000000000000018
1767714796.001001,eth-updown-15m-1767714300,UP,0.33,0.31,0.32,-0.020000000000000018
1767714796.0017889,eth-updown-15m-1767714300,DOWN,0.69,0.67,0.6799999999999999,-0.019999999999999907
1767714797.332337,eth-updown-15m-1767714300,UP,0.32,0.31,0.315,-0.010000000000000009
1767714797.3323789,eth-updown-15m-1767714300,DOWN,0.69,0.68,0.685,-0.009999999999999898
1767714798.673224,eth-updown-15m-1767714300,DOWN,0.67,0.66,0.665,-0.010000000000000009
1767714798.673573,eth-updown-15m-1767714300,UP,0.34,0.33,0.335,-0.010000000000000009
1767714800.0554602,eth-updown-15m-1767714300,DOWN,0.72,0.7,0.71,-0.020000000000000018
1767714800.0558841,eth-updown-15m-1767714300,UP,0.3,0.28,0.29000000000000004,-0.019999999999999962
1767714801.397515,eth-updown-15m-1767714300,UP,0.25,0.24,0.245,-0.010000000000000009
1767714801.3977752,eth-updown-15m-1767714300,DOWN,0.76,0.75,0.755,-0.010000000000000009
1767714802.757196,eth-updown-15m-1767714300,UP,0.22,0.2,0.21000000000000002,-0.01999999999999999
1767714802.757787,eth-updown-15m-1767714300,DOWN,0.8,0.78,0.79,-0.020000000000000018
1767714804.1113951,eth-updown-15m-1767714300,DOWN,0.78,0.77,0.775,-0.010000000000000009
1767714804.11164,eth-updown-15m-1767714300,UP,0.23,0.22,0.225,-0.010000000000000009
1767714805.6868858,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714805.687242,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714807.073483,eth-updown-15m-1767714300,DOWN,0.69,0.68,0.685,-0.009999999999999898
1767714807.0737789,eth-updown-15m-1767714300,UP,0.32,0.31,0.315,-0.010000000000000009
1767714808.408403,eth-updown-15m-1767714300,DOWN,0.68,0.67,0.675,-0.010000000000000009
1767714808.408593,eth-updown-15m-1767714300,UP,0.33,0.32,0.325,-0.010000000000000009
1767714809.7411258,eth-updown-15m-1767714300,DOWN,0.74,0.72,0.73,-0.020000000000000018
1767714809.74172,eth-updown-15m-1767714300,UP,0.28,0.26,0.27,-0.020000000000000018
1767714811.0823271,eth-updown-15m-1767714300,UP,0.26,0.24,0.25,-0.020000000000000018
1767714811.082761,eth-updown-15m-1767714300,DOWN,0.76,0.74,0.75,-0.020000000000000018
1767714812.6146371,eth-updown-15m-1767714300,DOWN,0.76,0.74,0.75,-0.020000000000000018
1767714812.621907,eth-updown-15m-1767714300,UP,0.26,0.24,0.25,-0.020000000000000018
1767714814.0396101,eth-updown-15m-1767714300,DOWN,0.79,0.78,0.785,-0.010000000000000009
1767714814.039933,eth-updown-15m-1767714300,UP,0.22,0.21,0.215,-0.010000000000000009
1767714815.3692942,eth-updown-15m-1767714300,DOWN,0.78,0.77,0.775,-0.010000000000000009
1767714815.370017,eth-updown-15m-1767714300,UP,0.23,0.22,0.225,-0.010000000000000009
1767714816.7216918,eth-updown-15m-1767714300,UP,0.24,0.23,0.235,-0.009999999999999981
1767714816.7218409,eth-updown-15m-1767714300,DOWN,0.77,0.76,0.765,-0.010000000000000009
1767714818.055608,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714818.063482,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714819.416545,eth-updown-15m-1767714300,UP,0.27,0.25,0.26,-0.020000000000000018
1767714819.416717,eth-updown-15m-1767714300,DOWN,0.75,0.73,0.74,-0.020000000000000018
1767714820.7589602,eth-updown-15m-1767714300,DOWN,0.75,0.74,0.745,-0.010000000000000009
1767714820.771476,eth-updown-15m-1767714300,UP,0.26,0.25,0.255,-0.010000000000000009
1767714822.265532,eth-updown-15m-1767714300,DOWN,0.74,0.73,0.735,-0.010000000000000009
1767714822.266138,eth-updown-15m-1767714300,UP,0.27,0.26,0.265,-0.010000000000000009
1767714823.787675,eth-updown-15m-1767714300,DOWN,0.75,0.73,0.74,-0.020000000000000018
1767714823.7877069,eth-updown-15m-1767714300,UP,0.27,0.25,0.26,-0.020000000000000018
1767714825.5435688,eth-updown-15m-1767714300,DOWN,0.75,0.73,0.74,-0.020000000000000018
1767714825.5440562,eth-updown-15m-1767714300,UP,0.27,0.25,0.26,-0.020000000000000018
1767714826.882934,eth-updown-15m-1767714300,UP,0.27,0.26,0.265,-0.010000000000000009
1767714826.8830872,eth-updown-15m-1767714300,DOWN,0.74,0.73,0.735,-0.010000000000000009
1767714828.22105,eth-updown-15m-1767714300,UP,0.25,0.24,0.245,-0.010000000000000009
